Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET
664,0,0,0,0,2.1,52.65,7,0.0
664,0,30,0,0,2.0,52.64,6,0.0
664,1,0,0,0,2.0,50.01,6,0.0
664,1,30,0,0,1.9,53.62,6,0.0
664,2,0,0,0,1.9,50.03,6,0.0
664,2,30,0,0,1.8,50.03,6,0.0
664,3,0,0,0,1.7,47.38,6,0.0
664,3,30,0,0,1.6,47.38,6,0.0
664,4,0,0,0,1.6,46.24,6,0.0
664,4,30,0,0,1.6,46.25,6,0.0
664,5,0,0,0,1.6,42.99,6,0.0
664,5,30,0,0,1.5,42.99,6,0.0
664,6,0,0,0,1.5,43.45,7,0.0
664,6,30,0,0,1.4,40.54,8,0.0
664,7,0,26,487,1.3,39.66,9,6.9440560389999995
664,7,30,39,671,1.6,34.67,11,15.48302784
664,8,0,47,774,1.9,28.88,14,24.30286051
664,8,30,53,841,1.5,25.37,16,32.74715005
664,9,0,59,884,1.1,19.94,18,40.34660448
664,9,30,62,915,0.7,18.72,20,47.00745225
664,10,0,66,934,0.4,16.34,22,52.44827967
664,10,30,68,949,0.6,15.36,22,56.76423829
664,11,0,65,969,0.9,15.04,23,59.76598729
664,11,30,65,973,1.3,15.03,24,61.17267717
664,12,0,63,977,1.7,14.59,25,61.17200472
664,12,30,62,973,2.0,14.58,25,59.67085123
664,13,0,60,965,2.4,13.92,25,56.76236634
664,13,30,156,614,2.5,13.91,25,44.94078261
664,14,0,170,485,2.8,13.94,25,37.71648144
664,14,30,161,384,2.9,14.8,24,30.21104609
664,15,0,126,383,3.0,15.05,24,24.39401237
664,15,30,93,368,2.6,17.0,22,18.01443595
664,16,0,61,322,2.2,25.92,21,11.35297245
664,16,30,31,236,2.3,31.31,18,4.972953576
664,17,0,0,0,2.5,32.64,16,0.0
664,17,30,0,0,2.6,34.84,15,0.0
664,18,0,0,0,2.8,35.15,14,0.0
664,18,30,0,0,2.8,35.15,13,0.0
664,19,0,0,0,2.9,34.32,13,0.0
664,19,30,0,0,3.0,36.66,13,0.0
664,20,0,0,0,3.1,37.16,13,0.0
664,20,30,0,0,3.0,37.15,13,0.0
664,21,0,0,0,2.9,38.31,13,0.0
664,21,30,0,0,2.8,38.3,12,0.0
664,22,0,0,0,2.7,39.22,12,0.0
664,22,30,0,0,2.8,41.91,12,0.0
664,23,0,0,0,2.9,42.7,12,0.0
664,23,30,0,0,3.0,42.7,12,0.0
665,0,0,0,0,3.2,44.01,12,0.0
665,0,30,0,0,3.2,44.01,11,0.0
665,1,0,0,0,3.3,46.27,11,0.0
665,1,30,0,0,3.2,46.27,11,0.0
665,2,0,0,0,3.1,49.0,11,0.0
665,2,30,0,0,2.9,49.0,11,0.0
665,3,0,0,0,2.8,51.1,12,0.0
665,3,30,0,0,2.5,51.1,12,0.0
665,4,0,0,0,2.4,52.38,12,0.0
665,4,30,0,0,2.2,52.38,12,0.0
665,5,0,0,0,2.1,53.31,12,0.0
665,5,30,0,0,1.9,53.32,12,0.0
665,6,0,0,0,1.8,54.18,12,0.0
665,6,30,0,0,1.7,54.19,12,0.0
665,7,0,18,0,1.6,52.58,13,1.6890204530000001
665,7,30,42,0,1.8,49.23,14,3.941004407
665,8,0,68,0,2.0,45.89,16,6.380533534
665,8,30,93,0,2.3,43.02,17,8.726222004
665,9,0,150,15,2.7,40.2,18,14.7312021
665,9,30,170,15,2.7,37.73,19,16.70143408
665,10,0,160,6,2.8,35.49,20,15.387669
665,10,30,250,341,2.7,35.48,20,41.471644500000004
665,11,0,274,78,2.6,30.91,21,29.93056374
665,11,30,269,56,2.3,29.05,21,28.33551802
665,12,0,290,241,2.1,24.62,22,40.72013127
665,12,30,283,233,1.8,24.61,22,39.31275346
665,13,0,237,398,1.6,22.67,23,43.06528755
665,13,30,230,326,1.4,22.66,23,37.52966235
665,14,0,107,713,1.2,20.3,24,41.65746728
665,14,30,86,714,1.2,21.58,23,35.65317923
665,15,0,88,626,1.3,21.52,23,28.42871923
665,15,30,74,554,1.1,24.34,21,20.73559432
665,16,0,56,441,1.0,32.48,20,12.66667875
665,16,30,31,276,1.2,36.86,18,5.254441514
665,17,0,0,0,1.4,36.85,17,0.0
665,17,30,0,0,1.5,39.3,16,0.0
665,18,0,0,0,1.6,39.71,16,0.0
665,18,30,0,0,1.6,42.37,15,0.0
665,19,0,0,0,1.6,42.58,15,0.0
665,19,30,0,0,1.5,42.58,14,0.0
665,20,0,0,0,1.4,41.74,14,0.0
665,20,30,0,0,1.3,44.56,13,0.0
665,21,0,0,0,1.3,47.62,13,0.0
665,21,30,0,0,1.3,47.61,12,0.0
665,22,0,0,0,1.3,47.88,12,0.0
665,22,30,0,0,1.4,51.17,12,0.0
665,23,0,0,0,1.5,52.46,12,0.0
665,23,30,0,0,1.6,56.09,11,0.0
666,0,0,0,0,1.8,58.65,11,0.0
666,0,30,0,0,1.9,58.65,11,0.0
666,1,0,0,0,2.1,62.34,11,0.0
666,1,30,0,0,2.2,62.33,11,0.0
666,2,0,0,0,2.3,66.08,11,0.0
666,2,30,0,0,2.4,70.7,10,0.0
666,3,0,0,0,2.6,74.08,10,0.0
666,3,30,0,0,2.5,74.09,10,0.0
666,4,0,0,0,2.5,75.79,10,0.0
666,4,30,0,0,2.4,81.13,9,0.0
666,5,0,0,0,2.3,81.85,9,0.0
666,5,30,0,0,2.2,81.86,9,0.0
666,6,0,0,0,2.2,82.33,9,0.0
666,6,30,0,0,2.8,76.92,10,0.0
666,7,0,25,449,3.4,74.37,11,6.099374603999999
666,7,30,37,640,3.5,69.56,12,14.35683165
666,8,0,45,755,3.7,63.02,14,23.08302581
666,8,30,123,395,3.6,59.03,15,24.20876097
666,9,0,161,29,3.6,48.02,17,16.23264953
666,9,30,182,26,3.4,45.04,18,18.29671599
666,10,0,61,937,3.3,36.97,19,51.41789819
666,10,30,168,7,3.0,34.71,19,16.1384644
666,11,0,241,35,2.9,30.03,20,24.48891225
666,11,30,187,11,2.8,30.02,20,18.2024865
666,12,0,289,118,2.7,26.95,21,33.68361249
666,12,30,278,123,2.6,26.95,21,32.83917652
666,13,0,264,123,2.6,26.15,22,31.14996217
666,13,30,59,938,2.5,26.15,21,51.04146293
666,14,0,55,920,2.5,25.87,21,45.50571603
666,14,30,52,887,2.3,27.54,20,38.8444815
666,15,0,48,841,2.2,27.85,20,31.24447425
666,15,30,42,772,1.7,31.59,19,22.89410066
666,16,0,34,662,1.2,38.28,18,14.16822623
666,16,30,22,470,1.1,43.54,16,5.911376657000001
666,17,0,0,0,1.1,49.53,14,0.0
666,17,30,0,0,1.0,52.93,13,0.0
666,18,0,0,0,1.0,56.75,12,0.0
666,18,30,0,0,0.8,60.71,11,0.0
666,19,0,0,0,0.6,61.93,11,0.0
666,19,30,0,0,0.3,66.27,10,0.0
666,20,0,0,0,0.1,67.3,9,0.0
666,20,30,0,0,0.2,72.05,8,0.0
666,21,0,0,0,0.4,78.38,8,0.0
666,21,30,0,0,0.7,78.37,7,0.0
666,22,0,0,0,1.0,78.9,7,0.0
666,22,30,0,0,1.2,84.55,7,0.0
666,23,0,0,0,1.5,83.72,7,0.0
666,23,30,0,0,1.8,83.7,7,0.0
667,0,0,0,0,2.1,82.13,7,0.0
667,0,30,0,0,2.5,82.11,7,0.0
667,1,0,0,0,3.0,81.05,7,0.0
667,1,30,0,0,3.2,81.03,7,0.0
667,2,0,0,0,3.5,81.33,7,0.0
667,2,30,0,0,3.6,81.31,7,0.0
667,3,0,0,0,3.7,82.4,7,0.0
667,3,30,0,0,3.8,82.4,7,0.0
667,4,0,0,0,4.0,83.67,7,0.0
667,4,30,0,0,4.0,83.68,7,0.0
667,5,0,0,0,4.1,79.22,7,0.0
667,5,30,0,0,4.0,79.22,7,0.0
667,6,0,0,0,3.9,80.37,8,0.0
667,6,30,0,0,4.0,75.04,9,0.0
667,7,0,28,290,4.2,71.21,10,5.067228443
667,7,30,54,432,4.3,66.56,11,12.19874921
667,8,0,75,520,4.5,59.06,13,19.79907309
667,8,30,87,593,4.1,51.78,15,27.02373318
667,9,0,145,447,3.8,43.76,17,30.77635287
667,9,30,101,727,3.4,41.04,18,41.28489761
667,10,0,122,716,3.0,33.4,20,46.06917975
667,10,30,146,687,2.8,33.39,20,49.353133500000006
667,11,0,242,420,2.7,29.58,21,45.41188981
667,11,30,183,629,2.7,29.56,21,51.97972512
667,12,0,260,373,2.7,26.67,22,45.03608988
667,12,30,253,368,2.7,26.66,22,43.62871207
667,13,0,257,267,2.8,25.93,22,37.90537565
667,13,30,242,197,2.8,25.92,22,32.18203923
667,14,0,210,96,2.8,25.47,22,23.92542275
667,14,30,177,90,2.8,25.46,21,19.98498457
667,15,0,142,84,2.8,25.44,21,15.95045717
667,15,30,104,76,2.3,28.8,20,11.634578999999999
667,16,0,65,58,1.9,35.41,19,7.037121103
667,16,30,28,27,2.0,40.22,17,2.814910324
667,17,0,0,0,2.2,44.29,15,0.0
667,17,30,0,0,2.4,47.28,14,0.0
667,18,0,0,0,2.7,46.63,14,0.0
667,18,30,0,0,2.7,49.81,13,0.0
667,19,0,0,0,2.7,49.3,13,0.0
667,19,30,0,0,2.8,49.29,13,0.0
667,20,0,0,0,3.0,48.67,13,0.0
667,20,30,0,0,3.0,48.65,13,0.0
667,21,0,0,0,3.1,48.33,13,0.0
667,21,30,0,0,2.9,51.64,12,0.0
667,22,0,0,0,2.7,51.97,12,0.0
667,22,30,0,0,2.7,51.96,11,0.0
667,23,0,0,0,2.8,52.93,11,0.0
667,23,30,0,0,2.9,56.58,11,0.0
668,0,0,0,0,3.1,59.0,11,0.0
668,0,30,0,0,3.2,58.97,11,0.0
668,1,0,0,0,3.4,62.64,11,0.0
668,1,30,0,0,3.2,62.62,11,0.0
668,2,0,0,0,3.1,65.63,11,0.0
668,2,30,0,0,2.8,65.61,11,0.0
668,3,0,0,0,2.6,66.96,11,0.0
668,3,30,0,0,2.4,66.96,11,0.0
668,4,0,0,0,2.3,66.74,11,0.0
668,4,30,0,0,2.2,66.74,10,0.0
668,5,0,0,0,2.2,65.49,10,0.0
668,5,30,0,0,2.1,70.06,10,0.0
668,6,0,0,0,2.1,69.4,10,0.0
668,6,30,0,0,2.2,64.86,10,0.0
668,7,0,24,434,2.4,61.68,11,5.724028475
668,7,30,38,638,2.9,57.72,13,13.98133597
668,8,0,47,756,3.5,50.41,15,22.61361006
668,8,30,53,828,3.7,47.24,16,30.96435392
668,9,0,57,881,3.9,40.91,17,38.65810178
668,9,30,61,915,4.0,38.37,18,45.41338737
668,10,0,62,943,4.1,32.62,19,50.94875679
668,10,30,64,958,3.9,32.62,19,55.26485773
668,11,0,61,977,3.8,28.36,20,58.172895
668,11,30,61,982,3.7,28.35,20,59.58030375
668,12,0,60,983,3.6,25.38,21,59.57964883
668,12,30,59,978,3.5,25.38,21,57.98460311
668,13,0,58,969,3.4,24.59,21,55.07599033
668,13,30,56,953,3.2,24.59,21,50.75998428
668,14,0,52,934,3.1,23.9,21,45.13041116
668,14,30,49,902,2.8,25.44,20,38.4691725
668,15,0,47,851,2.5,24.71,20,30.775338
668,15,30,41,780,1.7,28.05,18,22.33137643
668,16,0,34,662,1.0,35.03,17,13.605399900000002
668,16,30,22,458,0.7,39.88,15,5.348447192
668,17,0,0,0,0.5,43.96,13,0.0
668,17,30,0,0,0.5,47.0,12,0.0
668,18,0,0,0,0.6,46.89,12,0.0
668,18,30,0,0,0.8,50.15,11,0.0
668,19,0,0,0,1.0,52.6,11,0.0
668,19,30,0,0,1.0,56.29,10,0.0
668,20,0,0,0,1.0,63.03,9,0.0
668,20,30,0,0,0.9,67.52,8,0.0
668,21,0,0,0,0.9,68.89,8,0.0
668,21,30,0,0,1.0,68.89,7,0.0
668,22,0,0,0,1.2,68.97,7,0.0
668,22,30,0,0,1.2,73.92,7,0.0
668,23,0,0,0,1.4,73.56,7,0.0
668,23,30,0,0,1.6,73.55,7,0.0
669,0,0,0,0,1.8,73.26,7,0.0
669,0,30,0,0,2.0,73.26,7,0.0
669,1,0,0,0,2.3,73.26,7,0.0
669,1,30,0,0,2.5,73.25,7,0.0
669,2,0,0,0,2.7,73.38,7,0.0
669,2,30,0,0,2.8,73.37,6,0.0
669,3,0,0,0,3.0,73.52,6,0.0
669,3,30,0,0,3.1,78.83,6,0.0
669,4,0,0,0,3.3,78.94,6,0.0
669,4,30,0,0,3.5,78.94,6,0.0
669,5,0,0,0,3.7,78.6,6,0.0
669,5,30,0,0,3.9,78.59,6,0.0
669,6,0,0,0,4.1,73.08,6,0.0
669,6,30,0,0,4.4,73.07,6,0.0
669,7,0,27,315,4.8,73.43,7,4.973554867
669,7,30,46,531,5.1,68.52,8,12.7621892
669,8,0,59,656,5.6,64.26,9,21.113683899999998
669,8,30,68,740,6.0,60.02,10,29.27731989
669,9,0,75,795,6.5,52.99,12,36.78351639
669,9,30,85,779,6.4,49.57,13,41.47483557
669,10,0,83,863,6.4,43.1,14,48.88722133
669,10,30,86,883,6.1,40.38,15,53.10914229
669,11,0,81,913,5.9,36.93,16,56.298825300000004
669,11,30,82,919,5.6,36.92,16,57.70629593
669,12,0,82,919,5.3,33.08,17,57.70566164
669,12,30,81,914,4.9,33.07,17,56.20437613
669,13,0,79,902,4.6,31.39,18,53.29504964
669,13,30,49,0,4.1,31.38,18,4.597636325
669,14,0,43,0,3.7,29.66,18,4.034660448
669,14,30,15,0,3.2,31.62,17,1.407455162
669,15,0,12,0,2.7,30.5,17,1.12596413
669,15,30,8,0,1.9,32.53,16,0.7506510040000001
669,16,0,5,0,1.2,37.84,15,0.469162034
669,16,30,1,0,0.8,43.17,13,0.09383447
669,17,0,0,0,0.5,45.18,11,0.0
669,17,30,0,0,0.4,48.34,10,0.0
669,18,0,0,0,0.3,52.21,9,0.0
669,18,30,0,0,0.5,55.93,8,0.0
669,19,0,0,0,0.7,61.12,8,0.0
669,19,30,0,0,1.2,61.15,8,0.0
669,20,0,0,0,1.8,64.32,8,0.0
669,20,30,0,0,1.9,68.96,7,0.0
669,21,0,0,0,2.1,72.38,7,0.0
669,21,30,0,0,2.4,77.64,6,0.0
669,22,0,0,0,2.7,80.48,6,0.0
669,22,30,0,0,2.5,80.49,5,0.0
669,23,0,0,0,2.4,79.95,5,0.0
669,23,30,0,0,2.0,85.8,5,0.0
670,0,0,0,0,1.7,83.12,5,0.0
670,0,30,0,0,1.5,89.26,4,0.0
670,1,0,0,0,1.4,86.74,4,0.0
670,1,30,0,0,1.2,86.76,4,0.0
670,2,0,0,0,1.2,84.6,4,0.0
670,2,30,0,0,1.1,84.64,4,0.0
670,3,0,0,0,1.0,77.29,5,0.0
670,3,30,0,0,0.9,77.33,4,0.0
670,4,0,0,0,0.8,76.16,4,0.0
670,4,30,0,0,0.8,81.8,4,0.0
670,5,0,0,0,0.8,80.63,4,0.0
670,5,30,0,0,0.8,80.67,4,0.0
670,6,0,0,0,0.8,79.08,4,0.0
670,6,30,0,0,0.8,73.7,4,0.0
670,7,0,26,316,0.9,69.91,5,4.692136031
670,7,30,44,536,1.4,65.22,6,12.48094467
670,8,0,55,671,2.0,61.41,8,20.92623671
670,8,30,64,755,2.2,57.34,9,29.18380308
670,9,0,71,812,2.4,51.92,10,36.69048743
670,9,30,97,725,2.4,48.54,11,39.97436279
670,10,0,152,590,2.5,43.78,12,42.03830445
670,10,30,82,897,2.3,43.78,12,53.11089357
670,11,0,77,929,2.2,39.56,13,56.30068178
670,11,30,77,934,2.0,39.55,13,57.80203329
670,12,0,79,931,1.8,35.65,14,57.70756452
670,12,30,78,926,1.8,35.65,14,56.20622951
670,13,0,77,913,1.8,32.26,14,53.20355949
670,13,30,74,895,1.9,32.26,14,48.88722133
670,14,0,124,612,2.0,31.38,15,37.53296275
670,14,30,63,842,2.2,33.51,14,36.78270779
670,15,0,56,791,2.4,33.38,14,29.1821993
670,15,30,49,710,2.2,35.66,13,20.83125226
670,16,0,38,590,2.1,41.66,12,12.38628613
670,16,30,22,369,1.7,47.68,10,4.50420306
670,17,0,0,0,1.3,55.61,8,0.0
670,17,30,0,0,1.2,59.63,7,0.0
670,18,0,0,0,1.1,60.02,6,0.0
670,18,30,0,0,1.0,64.38,6,0.0
670,19,0,0,0,1.0,65.03,6,0.0
670,19,30,0,0,1.0,69.79,5,0.0
670,20,0,0,0,1.0,70.43,5,0.0
670,20,30,0,0,1.1,70.44,4,0.0
670,21,0,0,0,1.2,70.91,4,0.0
670,21,30,0,0,1.2,76.13,4,0.0
670,22,0,0,0,1.3,75.98,4,0.0
670,22,30,0,0,1.4,75.98,3,0.0
670,23,0,0,0,1.5,74.95,3,0.0
670,23,30,0,0,1.6,80.52,3,0.0
671,0,0,0,0,1.7,78.51,3,0.0
671,0,30,0,0,1.8,78.51,3,0.0
671,1,0,0,0,1.9,75.98,3,0.0
671,1,30,0,0,1.9,75.97,3,0.0
671,2,0,0,0,1.9,73.11,3,0.0
671,2,30,0,0,1.9,73.1,2,0.0
671,3,0,0,0,2.0,69.46,2,0.0
671,3,30,0,0,1.9,74.67,2,0.0
671,4,0,0,0,1.9,69.54,2,0.0
671,4,30,0,0,1.8,69.56,2,0.0
671,5,0,0,0,1.8,64.65,2,0.0
671,5,30,0,0,1.7,64.66,2,0.0
671,6,0,0,0,1.6,61.01,2,0.0
671,6,30,0,0,1.5,56.78,3,0.0
671,7,0,21,461,1.4,53.75,4,5.067562608
671,7,30,34,674,1.8,43.53,6,13.41936156
671,8,0,43,791,2.2,34.25,9,22.23974704
671,8,30,49,864,1.7,32.02,11,30.68454609
671,9,0,53,912,1.3,26.57,13,38.47213255
671,9,30,57,945,1.2,24.87,14,45.22771724
671,10,0,60,968,1.1,23.77,15,50.76333212
671,10,30,61,984,1.1,22.27,15,55.07962284
671,11,0,61,998,1.2,20.22,16,58.08162143
671,11,30,61,1003,1.1,20.21,16,59.58292344
671,12,0,61,1003,1.0,18.05,17,59.48843818
671,12,30,61,998,1.0,18.04,17,57.98715267
671,13,0,60,988,1.1,17.06,18,54.98397727
671,13,30,58,973,1.3,17.05,18,50.66782889
671,14,0,54,953,1.5,16.27,18,44.94424081
671,14,30,51,919,1.7,17.34,17,38.09511971
671,15,0,47,870,2.0,17.1,17,30.30720115
671,15,30,41,796,1.6,19.46,15,21.769118399999996
671,16,0,32,675,1.3,30.6,13,12.94915681
671,16,30,19,456,1.3,34.98,10,4.6918781880000004
671,17,0,0,0,1.4,37.07,8,0.0
671,17,30,0,0,1.3,39.72,8,0.0
671,18,0,0,0,1.3,39.09,8,0.0
671,18,30,0,0,1.1,39.1,8,0.0
671,19,0,0,0,0.9,38.36,8,0.0
671,19,30,0,0,0.8,38.36,7,0.0
671,20,0,0,0,0.8,38.36,7,0.0
671,20,30,0,0,0.9,41.11,6,0.0
671,21,0,0,0,1.1,41.66,6,0.0
671,21,30,0,0,1.2,44.67,6,0.0
671,22,0,0,0,1.3,45.44,6,0.0
671,22,30,0,0,1.3,45.43,5,0.0
671,23,0,0,0,1.4,46.4,5,0.0
671,23,30,0,0,1.4,49.79,5,0.0
672,0,0,0,0,1.4,50.98,5,0.0
672,0,30,0,0,1.4,50.98,5,0.0
672,1,0,0,0,1.4,52.32,5,0.0
672,1,30,0,0,1.4,52.31,4,0.0
672,2,0,0,0,1.4,54.3,4,0.0
672,2,30,0,0,1.4,58.28,4,0.0
672,3,0,0,0,1.5,60.36,4,0.0
672,3,30,0,0,1.5,60.36,3,0.0
672,4,0,0,0,1.5,61.97,3,0.0
672,4,30,0,0,1.5,66.57,3,0.0
672,5,0,0,0,1.5,67.92,3,0.0
672,5,30,0,0,1.5,67.92,3,0.0
672,6,0,0,0,1.6,69.11,3,0.0
672,6,30,0,0,1.6,64.34,4,0.0
672,7,0,20,421,1.6,65.15,5,4.598293311
672,7,30,33,637,2.2,56.63,7,12.57464816
672,8,0,42,757,2.9,50.92,10,21.11345184
672,8,30,48,832,3.5,44.5,12,29.27667631
672,9,0,55,840,4.1,35.04,14,35.562873100000004
672,9,30,56,914,4.3,32.81,15,43.44440438
672,10,0,59,937,4.6,24.38,16,48.88614664
672,10,30,61,953,4.6,24.37,17,53.10797477
672,11,0,61,966,4.6,20.86,18,55.9222704
672,11,30,61,970,4.5,20.85,18,57.32971009
672,12,0,61,969,4.5,18.9,19,57.32907992
672,12,30,61,965,4.4,18.88,19,55.82782742
672,13,0,154,625,4.3,17.62,20,45.50621625
672,13,30,132,639,4.1,17.61,19,41.75358521
672,14,0,54,917,4.0,17.77,19,43.06718115
672,14,30,50,883,3.8,18.92,18,36.40577335
672,15,0,46,833,3.6,19.5,18,28.80559901
672,15,30,40,757,2.9,22.15,16,20.54907123
672,16,0,32,634,2.3,30.23,14,12.0106801
672,16,30,18,410,2.3,36.85,12,4.128762044
672,17,0,0,0,2.4,40.17,10,0.0
672,17,30,0,0,2.6,40.17,9,0.0
672,18,0,0,0,2.9,39.37,9,0.0
672,18,30,0,0,2.8,42.14,9,0.0
672,19,0,0,0,2.8,42.01,9,0.0
672,19,30,0,0,2.5,44.99,8,0.0
672,20,0,0,0,2.4,45.09,8,0.0
672,20,30,0,0,2.2,45.08,7,0.0
672,21,0,0,0,2.0,45.3,7,0.0
672,21,30,0,0,1.9,48.55,7,0.0
672,22,0,0,0,1.9,48.66,7,0.0
672,22,30,0,0,1.9,48.66,7,0.0
672,23,0,0,0,1.9,49.04,7,0.0
672,23,30,0,0,1.8,52.58,6,0.0
673,0,0,0,0,1.7,52.67,6,0.0
673,0,30,0,0,1.6,52.66,6,0.0
673,1,0,0,0,1.6,52.39,6,0.0
673,1,30,0,0,1.5,52.38,6,0.0
673,2,0,0,0,1.5,52.16,6,0.0
673,2,30,0,0,1.4,52.15,6,0.0
673,3,0,0,0,1.4,51.55,6,0.0
673,3,30,0,0,1.3,51.55,6,0.0
673,4,0,0,0,1.3,50.63,6,0.0
673,4,30,0,0,1.3,50.63,6,0.0
673,5,0,0,0,1.3,49.93,6,0.0
673,5,30,0,0,1.2,49.93,5,0.0
673,6,0,0,0,1.2,49.57,5,0.0
673,6,30,0,0,1.1,49.57,5,0.0
673,7,0,1,0,1.0,48.77,6,0.093841689
673,7,30,4,0,1.0,45.51,7,0.37536263200000003
673,8,0,6,0,1.0,46.29,9,0.563031571
673,8,30,9,0,0.9,43.23,10,0.844538074
673,9,0,12,0,0.8,40.34,11,1.126038389
673,9,30,199,109,0.9,40.33,11,23.27146003
673,10,0,153,567,1.1,39.73,12,40.34926543
673,10,30,246,100,1.9,37.15,13,28.05650642
673,11,0,171,8,2.7,41.86,14,16.51468513
673,11,30,234,37,3.0,41.84,14,23.92752675
673,12,0,274,148,3.3,45.68,15,33.49816925
673,12,30,49,0,3.3,45.66,15,4.597787937
673,13,0,46,0,3.3,46.11,16,4.316243273
673,13,30,9,0,3.0,46.09,16,0.84448238
673,14,0,7,0,2.9,47.74,16,0.656819629
673,14,30,56,836,2.7,50.94,15,34.90565536
673,15,0,53,771,2.5,51.65,15,27.39906281
673,15,30,45,688,1.8,55.13,14,19.32968828
673,16,0,35,550,1.2,60.63,13,11.07246742
673,16,30,19,318,1.1,69.29,11,3.56578823
673,17,0,0,0,1.0,71.08,10,0.0
673,17,30,0,0,1.0,71.08,9,0.0
673,18,0,0,0,1.0,69.46,9,0.0
673,18,30,0,0,1.0,74.35,8,0.0
673,19,0,0,0,1.0,73.08,8,0.0
673,19,30,0,0,1.1,78.27,7,0.0
673,20,0,0,0,1.2,83.99,7,0.0
673,20,30,0,0,1.2,83.98,7,0.0
673,21,0,0,0,1.4,83.29,7,0.0
673,21,30,0,0,1.5,89.3,6,0.0
673,22,0,0,0,1.7,87.68,6,0.0
673,22,30,0,0,1.8,87.64,6,0.0
673,23,0,0,0,1.9,85.42,6,0.0
673,23,30,0,0,2.0,91.64,5,0.0
674,0,0,0,0,2.2,88.32,5,0.0
674,0,30,0,0,2.2,88.31,5,0.0
674,1,0,0,0,2.3,85.24,5,0.0
674,1,30,0,0,2.0,85.23,4,0.0
674,2,0,0,0,1.8,82.89,4,0.0
674,2,30,0,0,1.7,82.89,4,0.0
674,3,0,0,0,1.6,81.91,5,0.0
674,3,30,0,0,1.5,81.9,5,0.0
674,4,0,0,0,1.5,81.1,5,0.0
674,4,30,0,0,1.5,81.09,5,0.0
674,5,0,0,0,1.5,80.24,5,0.0
674,5,30,0,0,1.5,80.25,5,0.0
674,6,0,0,0,1.5,79.88,5,0.0
674,6,30,0,0,1.7,79.88,5,0.0
674,7,0,20,329,1.9,75.04,6,3.75366757
674,7,30,36,561,2.5,69.98,7,11.3547196
674,8,0,47,692,3.2,63.27,8,19.61248194
674,8,30,55,775,3.2,59.1,9,27.68238556
674,9,0,73,731,3.2,50.62,11,32.748949800000005
674,9,30,65,869,3.2,47.35,12,41.66296244
674,10,0,209,329,3.3,41.84,14,34.62453871
674,10,30,111,765,3.4,41.83,14,47.94888695
674,11,0,68,936,3.5,38.3,15,54.32896358
674,11,30,68,941,3.5,38.29,15,55.73644968
674,12,0,243,376,3.6,35.63,16,42.41178173
674,12,30,231,384,3.6,35.62,16,41.28580522
674,13,0,66,924,3.6,33.37,16,51.3257624
674,13,30,64,906,3.4,35.59,16,47.1033505
674,14,0,63,874,3.3,35.14,16,41.47346797
674,14,30,59,836,3.0,35.15,16,34.90527169
674,15,0,54,778,2.7,34.26,16,27.39876165
674,15,30,46,695,1.8,39.04,14,19.23585484
674,16,0,35,563,1.0,44.86,13,10.97863295
674,16,30,19,325,0.8,51.29,11,3.4719516980000003
674,17,0,0,0,0.6,50.86,9,0.0
674,17,30,0,0,0.6,54.47,9,0.0
674,18,0,0,0,0.7,52.58,9,0.0
674,18,30,0,0,1.0,56.33,8,0.0
674,19,0,0,0,1.4,58.64,7,0.0
674,19,30,0,0,1.6,58.66,6,0.0
674,20,0,0,0,1.9,56.29,6,0.0
674,20,30,0,0,2.1,60.38,6,0.0
674,21,0,0,0,2.4,58.69,6,0.0
674,21,30,0,0,2.5,58.69,6,0.0
674,22,0,0,0,2.7,58.1,6,0.0
674,22,30,0,0,2.6,62.34,5,0.0
674,23,0,0,0,2.5,62.2,5,0.0
674,23,30,0,0,2.4,62.21,5,0.0
675,0,0,0,0,2.4,62.15,5,0.0
675,0,30,0,0,2.4,62.16,5,0.0
675,1,0,0,0,2.4,61.96,5,0.0
675,1,30,0,0,2.4,66.53,4,0.0
675,2,0,0,0,2.4,66.7,4,0.0
675,2,30,0,0,2.4,66.72,4,0.0
675,3,0,0,0,2.4,67.13,4,0.0
675,3,30,0,0,2.3,67.15,3,0.0
675,4,0,0,0,2.2,66.81,3,0.0
675,4,30,0,0,2.1,71.79,3,0.0
675,5,0,0,0,2.1,71.2,3,0.0
675,5,30,0,0,2.0,71.23,3,0.0
675,6,0,0,0,2.0,71.12,3,0.0
675,6,30,0,0,2.0,66.24,4,0.0
675,7,0,19,351,2.1,62.53,5,3.659866104
675,7,30,34,589,2.9,54.38,7,11.26087895
675,8,0,43,725,3.7,48.56,9,19.70610498
675,8,30,50,807,3.9,45.37,9,27.87006275
675,9,0,54,864,4.2,41.61,10,35.4705991
675,9,30,58,902,4.0,41.61,11,42.13260304
675,10,0,60,931,3.9,36.82,12,47.66843451
675,10,30,62,948,3.8,34.44,13,51.8904617
675,11,0,62,964,3.8,30.74,14,54.79872794
675,11,30,62,970,3.7,30.73,14,56.30006295
675,12,0,62,969,3.7,27.72,15,56.20561172
675,12,30,62,964,3.6,27.71,15,54.79812562
675,13,0,61,953,3.5,26.93,15,51.7954886
675,13,30,59,936,3.5,26.93,15,47.57303029
675,14,0,55,914,3.5,26.63,15,42.03691828
675,14,30,51,878,3.5,28.44,14,35.37520622
675,15,0,47,824,3.5,28.82,14,27.77469772
675,15,30,40,743,2.9,32.91,12,19.51778421
