index,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
52702,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1
52703,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1
52704,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
52705,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0
52706,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1
52707,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1
52708,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
52709,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0
52710,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
52711,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0
52712,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
52713,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1
52714,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1
52715,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
52716,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
52717,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
52718,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
52719,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1
52720,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0
52721,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
52722,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1
52723,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0
52724,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
52725,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
52726,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
52727,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1
52728,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
52729,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
52730,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
52731,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
52732,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
52733,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
52734,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0
52735,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
52736,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
52737,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1
52738,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
52739,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
52740,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
52741,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
52742,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
52743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
52744,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
52745,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
52746,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0
52747,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1
52748,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1
52749,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
52750,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
52751,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0
52752,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
52753,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1
52754,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
52755,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1
52756,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
52757,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1
52758,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
52759,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
52760,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1
52761,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
52762,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
52763,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
52764,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
52765,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
52766,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0
52767,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1
52768,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
52769,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
52770,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
52771,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
52772,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0
52773,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0
52774,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0
52775,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1
52776,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1
52777,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
52778,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
52779,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
52780,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
52781,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
52782,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1
52783,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
52784,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0
52785,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
52786,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
52787,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1
52788,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
52789,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
52790,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0
52791,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1
52792,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
52793,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1
52794,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
52795,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1
52796,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0
52797,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1
52798,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
52799,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0
52800,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1
52801,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
52802,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1
52803,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1
52804,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0
52805,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1
52806,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
52807,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
52808,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
52809,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
52810,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
52811,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
52812,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
52813,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0
52814,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0
52815,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
52816,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
52817,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0
52818,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1
52819,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
52820,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1
52821,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1
52822,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0
52823,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1
52824,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
52825,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
52826,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
52827,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
52828,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
52829,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1
52830,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1
52831,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1
52832,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0
52833,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1
52834,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0
52835,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1
52836,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
52837,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0
52838,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1
52839,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
52840,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
52841,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1
52842,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
52843,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
52844,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
52845,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
52846,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
52847,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1
52848,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0
52849,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
52850,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1
52851,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1
52852,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
52853,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0
52854,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
52855,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
52856,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0
52857,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
52858,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1
52859,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1
52860,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
52861,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
52862,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
52863,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0
52864,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
52865,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
52866,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1
52867,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1
52868,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0
52869,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1
52870,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
52871,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
52872,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
52873,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1
52874,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
52875,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0
52876,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
52877,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1
52878,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1
52879,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
52880,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1
52881,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
52882,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0
52883,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
52884,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
52885,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
52886,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
52887,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
52888,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
52889,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
52890,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0
52891,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1
52892,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
52893,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1
52894,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
52895,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
52896,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
52897,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
52898,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
52899,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
52900,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0
52901,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
52902,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
52903,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1
52904,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
52905,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1
52906,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
52907,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
52908,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0
52909,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
52910,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
52911,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1
52912,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0
52913,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1
52914,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1
52915,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0
52916,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
52917,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
52918,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
52919,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
52920,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1
52921,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
52922,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
52923,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0
52924,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
52925,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0
52926,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1
52927,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
52928,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1
52929,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
52930,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1
52931,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1
52932,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1
52933,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1
52934,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0
52935,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1
52936,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
52937,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1
52938,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0
52939,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
52940,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
52941,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
52942,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
52943,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1
52944,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
52945,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0
52946,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1
52947,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1
52948,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
52949,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
52950,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0
52951,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
52952,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0
52953,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
52954,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
